,name,Length Of Movie (minute),year,idbm_year,gender_director,director_1,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating
2339,Driving Miss Daisy,99.0,1989,1989,1,Bruce Beresford,Alfred Uhry,,,Morgan Freeman,Jessica Tandy,Dan Aykroyd,Drama,,,7.4
2340,Drugstore Cowboy,101.0,1989,1989,1,Gus Van Sant,James Fogle,Gus Van Sant,Daniel Yost,Matt Dillon,Kelly Lynch,James Le Gros,Crime,Drama,,7.3
2341,A Dry White Season,106.0,1989,1989,0,Euzhan Palcy,André P. Brink,Colin Welland,Euzhan Palcy,Donald Sutherland,Janet Suzman,Zakes Mokae,Drama,Thriller,,7.0
2342,Eat a Bowl of Tea,102.0,1989,1989,1,Wayne Wang,Louis Chu,Judith Rascoe,,Cora Miao,Russell Wong,Victor Wong,Comedy,Drama,Romance,6.3
2343,Eddie and the Cruisers II: Eddie Lives!,196.0,1989,1989,1,Jean-Claude Lord,P.F. Kluge,Charles Zev Cohen,Rick Doehring,Michael Paré,Marina Orsini,Bernie Coulson,Drama,Music,Romance,6.3
2344,Edge of Sanity,85.0,1989,1989,1,Gérard Kikoïne,J.P. Félix,Ron Raley,Edward Simons,Anthony Perkins,Glynis Barber,Sarah Maur Thorp,Horror,Thriller,,5.2
2345,"Enemies, a Love Story",119.0,1989,1989,1,Paul Mazursky,Isaac Bashevis Singer,Roger L. Simon,Paul Mazursky,Ron Silver,Anjelica Huston,Lena Olin,Comedy,Drama,Romance,6.6
2346,The Experts,94.0,1989,1989,1,Dave Thomas,Steven Greene,Eric Alter,Nick Thiel,John Travolta,Arye Gross,Kelly Preston,Comedy,,,4.8
2347,The Fabulous Baker Boys,114.0,1989,1989,1,Steve Kloves,Steve Kloves,,,Jeff Bridges,Michelle Pfeiffer,Beau Bridges,Comedy,Drama,Music,6.9
2348,Farewell to the King,117.0,1989,1989,1,John Milius,Pierre Schoendoerffer,John Milius,,Nick Nolte,Nigel Havers,Frank McRae,Action,Adventure,Drama,6.3
2349,Fat Man and Little Boy,127.0,1989,1989,1,Roland Joffé,Bruce Robinson,Roland Joffé,,Paul Newman,Dwight Schultz,Bonnie Bedelia,Biography,Drama,History,6.5
2350,Field of Dreams,107.0,1989,1989,1,Phil Alden Robinson,W.P. Kinsella,Phil Alden Robinson,,Kevin Costner,James Earl Jones,Ray Liotta,Drama,Family,Fantasy,7.5
2351,Fletch Lives,95.0,1989,1989,1,Michael Ritchie,Gregory McDonald,Leon Capetanos,,Chevy Chase,Hal Holbrook,Julianne Phillips,Comedy,Crime,Mystery,6.1
2352,The Fly II,105.0,1989,1989,1,Chris Walas,Mick Garris,Jim Wheat,Ken Wheat,Eric Stoltz,Daphne Zuniga,Lee Richardson,Drama,Horror,Sci-Fi,5.1
2353,Friday the 13th Part VIII: Jason Takes Manhattan,100.0,1989,1989,1,Rob Hedden,Rob Hedden,Victor Miller,,Jensen Daggett,Kane Hodder,Todd Caldecott,Adventure,Horror,Thriller,4.6
2354,Ghostbusters II,108.0,1989,1989,1,Ivan Reitman,Dan Aykroyd,Harold Ramis,,Bill Murray,Dan Aykroyd,Sigourney Weaver,Action,Comedy,Fantasy,6.6
2355,Ginger Ale Afternoon,88.0,1989,1989,1,Rafal Zielinski,Gina Wendkos,,,Dana Andersen,John M. Jackson,Yeardley Smith,Comedy,,,5.9
2356,Gleaming the Cube,105.0,1989,1989,1,Graeme Clifford,Michael Tolkin,,,Christian Slater,Steven Bauer,Richard Herd,Action,Drama,Mystery,6.3
2357,Glory,122.0,1989,1989,1,Edward Zwick,Kevin Jarre,Lincoln Kirstein,Peter Burchard,Matthew Broderick,Denzel Washington,Cary Elwes,Biography,Drama,History,7.8
2358,Going Overboard,99.0,1989,1989,1,Valerie Breiman,Valerie Breiman,Adam Sandler,Scott LaRose,Adam Sandler,Billy Bob Thornton,Billy Zane,Comedy,,,1.8
2359,Great Balls of Fire!,108.0,1989,1989,1,Jim McBride,Myra Lewis,Murray Silver Jr.,Jack Baran,Dennis Quaid,Winona Ryder,John Doe,Biography,Drama,Music,6.2
2360,Gross Anatomy,109.0,1989,1989,1,Thom Eberhardt,Mark Spragg,Howard Rosenman,Alan Jay Glueckman,Matthew Modine,Daphne Zuniga,Christine Lahti,Drama,,,6.2
2361,Halloween 5: The Revenge of Michael Myers,96.0,1989,1989,1,Dominique Othenin-Girard,John Carpenter,Debra Hill,Michael Jacobs,Donald Pleasence,Danielle Harris,Ellie Cornell,Horror,Thriller,,5.1
2362,Harlem Nights,116.0,1989,1989,1,Eddie Murphy,Eddie Murphy,,,Eddie Murphy,Richard Pryor,Redd Foxx,Comedy,Crime,Drama,6.1
2363,Heart of Dixie,95.0,1989,1989,1,Martin Davidson,Anne Rivers Siddons,Tom McCown,,Ally Sheedy,Virginia Madsen,Phoebe Cates,Drama,,,5.2
2364,Her Alibi,94.0,1989,1989,1,Bruce Beresford,Charlie Peters,,,Tom Selleck,Paulina Porizkova,William Daniels,Comedy,Crime,Mystery,5.8
2365,Homer and Eddie,100.0,1989,1989,1,Andrey Konchalovskiy,Patrick Cirillo,,,Jim Belushi,Jim Mapp,John Waters,Comedy,Crime,Drama,5.3
2366,"Honey, I Shrunk the Kids",93.0,1989,1989,1,Joe Johnston,Stuart Gordon,Brian Yuzna,Ed Naha,Rick Moranis,Matt Frewer,Marcia Strassman,Adventure,Comedy,Family,6.4
2367,The Horror Show,95.0,1989,1989,1,James Isaac,Allyn Warner,Leslie Bohem,,Lance Henriksen,Brion James,Rita Taggart,Horror,,,5.1
2368,How I Got into College,86.0,1989,1989,1,Savage Steve Holland,Terrel Seltzer,,,Anthony Edwards,Corey Parker,Lara Flynn Boyle,Comedy,Romance,,5.8
2369,Howling V: The Rebirth,96.0,1989,1989,1,Neal Sundstrom,Clive Turner,Freddie Rowe,Gary Brandner,Phil Davis,Victoria Catlin,Elizabeth Shé,Horror,,,4.4
2370,In Country,1.0,1989,1989,1,Norman Jewison,Bobbie Ann Mason,Frank Pierson,Cynthia Cidre,Emily Lloyd,Bruce Willis,Joan Allen,Drama,Romance,War,5.9
2371,Indiana Jones and the Last Crusade,127.0,1989,1989,1,Steven Spielberg,Jeffrey Boam,George Lucas,Menno Meyjes,Harrison Ford,Sean Connery,Alison Doody,Action,Adventure,,8.2
2372,An Innocent Man,113.0,1989,1989,1,Peter Yates,Larry Brothers,,,Tom Selleck,F. Murray Abraham,Laila Robins,Action,Crime,Drama,6.5
2373,Jacknife,102.0,1989,1989,1,David Hugh Jones,Stephen Metcalfe,,,Robert De Niro,Kathy Baker,Ed Harris,Drama,,,6.3
2374,The January Man,97.0,1989,1989,1,Pat O'Connor,John Patrick Shanley,,,Kevin Kline,Mary Elizabeth Mastrantonio,Susan Sarandon,Action,Comedy,Crime,5.6
2375,Johnny Handsome,94.0,1989,1989,1,Walter Hill,John Godey,Ken Friedman,,Mickey Rourke,Ellen Barkin,Elizabeth McGovern,Crime,Drama,Thriller,6.1
2376,K-9,101.0,1989,1989,1,Rod Daniel,Steven Siegel,Scott Myers,,Jim Belushi,Mel Harris,Kevin Tighe,Action,Comedy,Crime,6.0
2377,The Karate Kid Part III,112.0,1989,1989,1,John G. Avildsen,Robert Mark Kamen,,,Ralph Macchio,Pat Morita,Robyn Lively,Action,Drama,Family,5.3
2378,Kickboxer,97.0,1989,1989,1,Mark DiSalle,Mark DiSalle,Jean-Claude Van Damme,Glenn A. Bruce,Jean-Claude Van Damme,Dennis Alexio,Dennis Chan,Action,Sport,Thriller,6.5
2379,Kill Me Again,94.0,1989,1989,1,John Dahl,John Dahl,David W. Warfield,,Val Kilmer,Joanne Whalley,Pat Mulligan,Action,Crime,Drama,6.3
2380,Kinjite: Forbidden Subjects,97.0,1989,1989,1,J. Lee Thompson,Harold Nebenzal,,,Charles Bronson,Juan Fernández,Perry Lopez,Action,Crime,Drama,5.5
2381,Last Exit to Brooklyn,102.0,1989,1989,1,Uli Edel,Hubert Selby Jr.,Desmond Nakano,,Jennifer Jason Leigh,Stephen Lang,Burt Young,Drama,,,6.8
