,name,year,idbm_year,director,writers,star,rating,genre
7171,Fever Pitch,2005,2005,"Bobby Farrelly,Peter Farrelly","Lowell Ganz,Babaloo Mandel,Nick Hornby","Drew Barrymore,Jimmy Fallon,Jason Spevack",6.2,"Comedy,Drama,Romance"
7172,Kim Possible Movie: So the Drama,2005,,Steve Loter,"Bob Schooley,Mark McCorkle","Christy Carlson Romano,Will Friedle,Nancy Cartwright",7.2,"Animation,Action,Adventure"
7173,Sahara,2005,2005,Breck Eisner,"Clive Cussler,Thomas Dean Donnelly,Joshua Oppenheimer","Matthew McConaughey,Penélope Cruz,Steve Zahn",6.0,"Action,Adventure,Comedy"
7174,State Property 2,2005,2005,Damon Dash,"Adam Moreno,Damon Dash","Beanie Sigel,N.O.R.E.,Damon Dash",4.6,"Musical,Action,Crime"
7175,The Amityville Horror,2005,2005,Andrew Douglas,"Scott Kosar,Jay Anson,Sandor Stern","Ryan Reynolds,Melissa George,Jimmy Bennett",6.0,Horror
7176,The Interpreter,2005,2005,Sydney Pollack,"Martin Stellman,Brian Ward,Charles Randolph","Nicole Kidman,Sean Penn,Catherine Keener",6.4,"Crime,Mystery,Thriller"
7177,King's Ransom,2005,2005,Jeffrey W. Byrd,Wayne Conley,"Anthony Anderson,Kellita Smith,Jay Mohr",4.4,"Comedy,Crime"
7178,A Lot like Love,2005,2005,Nigel Cole,Colin Patrick Lynch,"Ashton Kutcher,Amanda Peet,Taryn Manning",6.6,"Comedy,Drama,Romance"
7179,The Hitchhiker's Guide to the Galaxy,2005,2005,Garth Jennings,"Douglas Adams,Karey Kirkpatrick","Martin Freeman,Yasiin Bey,Sam Rockwell",6.7,"Adventure,Comedy,Sci-Fi"
7180,XXX: State of the Union,2005,2005,Lee Tamahori,"Rich Wilkes,Simon Kinberg","Ice Cube,Samuel L. Jackson,Willem Dafoe",4.5,"Action,Adventure,Crime"
7181,Warm Springs,2005,,Joseph Sargent,Margaret Nagle,"Kenneth Branagh,Cynthia Nixon,David Paymer",7.5,"Biography,Drama"
7182,Crash,2005,2004,Paul Haggis,"Paul Haggis,Bobby Moresco","Don Cheadle,Sandra Bullock,Thandiwe Newton",7.7,"Crime,Drama,Thriller"
7183,House of Wax,2005,2005,Jaume Collet-Serra,"Charles Belden,Chad Hayes,Carey W. Hayes","Chad Michael Murray,Paris Hilton,Elisha Cuthbert",5.4,"Horror,Thriller"
7184,Jiminy Glick in Lalawood,2005,2004,Vadim Jean,"Martin Short,Paul Flaherty,Michael Short","Martin Short,Jan Hooks,Linda Cardellini",5.4,"Comedy,Mystery"
7185,Kingdom of Heaven,2005,2005,Ridley Scott,William Monahan,"Orlando Bloom,Eva Green,Liam Neeson",7.2,"Action,Adventure,Drama"
7186,Kicking & Screaming,2005,2005,Jesse Dylan,"Leo Benvenuti,Steve Rudnick","Will Ferrell,Robert Duvall,Josh Hutcherson",5.6,"Comedy,Family,Romance"
7187,Mad Hot Ballroom,2005,2005,Marilyn Agrelo,Amy Sewell,"Heather Berman,Emma Therese Biegacki,Eva Carrozza",7.4,"Documentary,Family,Music"
7188,Mindhunters,2005,2004,Renny Harlin,"Wayne Kramer,Kevin Brodbin","Val Kilmer,LL Cool J,Christian Slater",6.4,"Crime,Horror,Thriller"
7189,Monster-in-Law,2005,2005,Robert Luketic,Anya Kochoff,"Jennifer Lopez,Michael Vartan,Jane Fonda",5.6,"Comedy,Romance"
7190,Unleashed,2005,2005,Louis Leterrier,Luc Besson,"Jet Li,Bob Hoskins,Morgan Freeman",7.0,"Action,Crime,Drama"
7191,Star Wars: Episode III – Revenge of the Sith,2005,2005,George Lucas,"George Lucas,John Ostrander,Jan Duursema","Hayden Christensen,Natalie Portman,Ewan McGregor",7.5,"Action,Adventure,Fantasy"
7192,Dominion: Prequel to the Exorcist,2005,2005,Paul Schrader,"William Wisher,Caleb Carr,William Peter Blatty","Stellan Skarsgård,Gabriel Mann,Clara Bellar",5.2,"Drama,Horror,Thriller"
7193,The Muppets' Wizard of Oz,2005,,Kirk R. Thatcher,"Debra Frank,Steve L. Hayes,Tom Martin","Ashanti,Jeffrey Tambor,Quentin Tarantino",5.3,"Adventure,Comedy,Family"
7194,The Longest Yard,2005,2005,Peter Segal,"Albert S. Ruddy,Tracy Keenan Wynn,Sheldon Turner","Adam Sandler,Burt Reynolds,Chris Rock",6.4,"Comedy,Crime,Sport"
7195,Madagascar,2005,2005,"Eric Darnell,Tom McGrath","Mark Burton,Billy Frolick,Eric Darnell","Chris Rock,Ben Stiller,David Schwimmer",6.9,"Animation,Adventure,Comedy"
7196,The Sisterhood of the Traveling Pants,2005,2005,Ken Kwapis,"Ann Brashares,Delia Ephron,Elizabeth Chandler","Amber Tamblyn,Alexis Bledel,America Ferrera",6.5,"Comedy,Drama,Romance"
7197,Cinderella Man,2005,2005,Ron Howard,"Cliff Hollingsworth,Akiva Goldsman","Russell Crowe,Renée Zellweger,Craig Bierko",8.0,"Biography,Drama,History"
7198,The League of Gentlemen's Apocalypse,2005,2005,Steve Bendelack,"Jeremy Dyson,Mark Gatiss,Steve Pemberton","Mark Gatiss,Steve Pemberton,Reece Shearsmith",6.2,"Comedy,Fantasy,Horror"
7199,Lords of Dogtown,2005,2005,Catherine Hardwicke,Stacy Peralta,"Heath Ledger,Emile Hirsch,Victor Rasuk",7.1,"Biography,Drama,Sport"
7200,The Adventures of Sharkboy and Lavagirl in 3-D,2005,,,,,,Comedy
7201,Go Figure,2005,,Francine McDougall,"Patrick J. Clifton,Beth Rigazio","Jordan Danger,Whitney Sloan,Cristine Rose",5.8,"Action,Comedy,Drama"
7202,The Honeymooners,2005,,,,,8.5,"Comedy,Family"
7203,Mr. & Mrs. Smith,2005,2005,Doug Liman,Simon Kinberg,"Brad Pitt,Angelina Jolie,Adam Brody",6.5,"Action,Comedy,Crime"
7204,Tarzan II,2005,,Brian Smith,"Edgar Rice Burroughs,Jim Kammerud,Brian Smith","Harrison Chad,George Carlin,Brad Garrett",5.6,"Animation,Adventure,Comedy"
7205,Batman Begins,2005,2005,Christopher Nolan,"Bob Kane,David S. Goyer,Christopher Nolan","Christian Bale,Michael Caine,Ken Watanabe",8.2,"Action,Crime,Drama"
7206,The Perfect Man,2005,2005,Mark Rosman,"Michael McQuown,Heather Robinson,Katie Torpey","Hilary Duff,Heather Locklear,Aria Wallace",5.5,"Comedy,Family,Romance"
7207,Herbie: Fully Loaded,2005,,,,,6.8,Documentary
7208,Bewitched,2005,,,,,7.6,"Comedy,Family,Fantasy"
7209,Land of the Dead,2005,2005,George A. Romero,George A. Romero,"John Leguizamo,Asia Argento,Simon Baker",6.2,"Horror,Sci-Fi,Thriller"
7210,War of the Worlds,2005,,,,,6.4,"Drama,Mystery,Sci-Fi"
7211,Rebound,2005,,,,,8.1,"Drama,Fantasy,Horror"
7212,Dark Water,2005,2005,Walter Salles,"Kôji Suzuki,Hideo Nakata,Takashige Ichise","Jennifer Connelly,Ariel Gade,John C. Reilly",5.6,"Drama,Horror,Mystery"
7213,Fantastic Four,2005,,,,,,"Action,Adventure,Sci-Fi"
7214,Charlie and the Chocolate Factory,2005,1971,Mel Stuart,"Roald Dahl,David Seltzer","Gene Wilder,Jack Albertson,Peter Ostrum",7.8,"Family,Fantasy,Musical"
7215,Life Is Ruff,2005,,Charles Haid,Eddie Guzelian,"Kyle Massey,Kay Panabaker,Mitchel Musso",5.0,"Comedy,Family"
7216,Wedding Crashers,2005,2005,David Dobkin,"Steve Faber,Bob Fisher","Owen Wilson,Vince Vaughn,Rachel McAdams",6.9,"Comedy,Romance"
7217,Bad News Bears,2005,2005,Richard Linklater,"Bill Lancaster,Glenn Ficarra,John Requa","Billy Bob Thornton,Greg Kinnear,Marcia Gay Harden",5.8,"Comedy,Sport"
7218,The Devil's Rejects,2005,2005,Rob Zombie,Rob Zombie,"Sid Haig,Sheri Moon Zombie,Bill Moseley",6.8,"Crime,Horror,Western"
7219,Hustle & Flow,2005,2005,Craig Brewer,Craig Brewer,"Terrence Howard,Ludacris,Anthony Anderson",7.3,"Crime,Drama,Music"
7220,The Island,2005,2005,Michael Bay,"Caspian Tredwell-Owen,Alex Kurtzman,Roberto Orci","Scarlett Johansson,Ewan McGregor,Djimon Hounsou",6.8,"Action,Sci-Fi,Thriller"
7221,November,2005,2017,Rainer Sarnet,"Andrus Kivirähk,Rainer Sarnet","Rea Lest,Jörgen Liik,Arvo Kukumägi",7.2,"Drama,Fantasy,Horror"
7222,Must Love Dogs,2005,2005,Gary David Goldberg,"Claire Cook,Gary David Goldberg","Diane Lane,John Cusack,Elizabeth Perkins",5.9,"Comedy,Romance"
7223,Sky High,2005,2005,Mike Mitchell,"Paul Hernandez,Bob Schooley,Mark McCorkle","Kurt Russell,Kelly Preston,Michael Angarano",6.2,"Adventure,Comedy,Family"
7224,Stealth,2005,2005,Rob Cohen,W.D. Richter,"Josh Lucas,Jessica Biel,Jamie Foxx",5.1,"Action,Adventure,Sci-Fi"
7225,The Dukes of Hazzard,2005,,,,,7.1,"Action,Comedy"
7226,Junebug,2005,2007,Jason Reitman,Diablo Cody,"Elliot Page,Michael Cera,Jennifer Garner",7.4,"Comedy,Drama"
7227,Deuce Bigalow: European Gigolo,2005,2005,Mike Bigelow,"Harris Goldberg,Rob Schneider,David Garrett","Rob Schneider,Eddie Griffin,Jeroen Krabbé",4.7,Comedy
7228,Four Brothers,2005,2005,John Singleton,"David Elliot,Paul Lovett","Mark Wahlberg,Tyrese Gibson,André 3000",6.8,"Action,Crime,Drama"
7229,The Great Raid,2005,2005,John Dahl,"William B. Breuer,Hampton Sides,Carlo Bernard","Benjamin Bratt,Joseph Fiennes,James Franco",6.7,"Action,Drama,War"
7230,The Skeleton Key,2005,2005,Iain Softley,Ehren Kruger,"Kate Hudson,Peter Sarsgaard,Joy Bryant",6.5,"Drama,Horror,Mystery"
7231,Supercross,2005,2005,Steve Boyum,"Ken Solarz,Bart Baker,Keith Alan Bernstein","Steve Howey,Mike Vogel,Sophia Bush",4.4,"Action,Drama,Romance"
7232,The 40-Year-Old Virgin,2005,2005,Judd Apatow,"Judd Apatow,Steve Carell","Steve Carell,Catherine Keener,Paul Rudd",7.1,"Comedy,Romance"
7233,The Proud Family Movie,2005,,Bruce W. Smith,"Ralph Farquhar,Calvin Brown Jr.,John Patrick White","Kyla Pratt,Tommy Davidson,Paula Jai Parker",5.4,"Animation,Adventure,Comedy"
7234,Red Eye,2005,2005,Wes Craven,"Carl Ellsworth,Dan Foos","Rachel McAdams,Cillian Murphy,Brian Cox",6.5,Thriller
7235,The Brothers Grimm,2005,2005,Terry Gilliam,Ehren Kruger,"Matt Damon,Heath Ledger,Monica Bellucci",5.9,"Action,Adventure,Comedy"
7236,The Cave,2005,2005,Bruce Hunt,"Michael Steinberg,Tegan West","Piper Perabo,Morris Chestnut,Cole Hauser",5.2,"Action,Adventure,Horror"
7237,Undiscovered,2005,2005,Meiert Avis,John Galt,"Kip Pardue,Carrie Fisher,Shannyn Sossamon",4.3,"Comedy,Music,Romance"
7238,Lilo & Stitch 2: Stitch Has a Glitch,2005,,"Michael LaBash,Tony Leondis","Tony Leondis,Michael LaBash,Eddie Guzelian","Chris Sanders,Dakota Fanning,Tia Carrere",6.3,"Animation,Comedy,Drama"
7239,The Constant Gardener,2005,2005,Fernando Meirelles,"Jeffrey Caine,John le Carré","Ralph Fiennes,Rachel Weisz,Danny Huston",7.4,"Drama,Mystery,Romance"
7240,A Sound of Thunder,2005,2005,Peter Hyams,"Ray Bradbury,Thomas Dean Donnelly,Joshua Oppenheimer","Edward Burns,Ben Kingsley,Catherine McCormack",4.3,"Action,Adventure,Horror"
7241,Transporter 2,2005,2005,Louis Leterrier,"Luc Besson,Robert Mark Kamen","Jason Statham,Amber Valletta,Kate Nauta",6.3,"Action,Crime,Thriller"
7242,Underclassman,2005,2005,Marcos Siega,"Brent Goldberg,David Wagner,Nick Cannon","Hugh Bonneville,Shawn Ashmore,Kelly Hu",4.3,"Action,Comedy,Crime"
7243,Thumbsucker,2005,2005,Mike Mills,"Walter Kirn,Mike Mills","Lou Taylor Pucci,Tilda Swinton,Vincent D'Onofrio",6.6,"Comedy,Drama"
7244,The Exorcism of Emily Rose,2005,2005,Scott Derrickson,"Paul Harris Boardman,Scott Derrickson","Laura Linney,Tom Wilkinson,Shohreh Aghdashloo",6.7,"Drama,Horror,Thriller"
7245,The Man,2005,,,,,,
7246,An Unfinished Life,2005,2005,Lasse Hallström,"Mark Spragg,Virginia Korus Spragg","Jennifer Lopez,Robert Redford,Morgan Freeman",7.0,"Drama,Family,Romance"
7247,Cry Wolf,2005,2005,Jeff Wadlow,"Jeff Wadlow,Beau Bauman","Julian Morris,Lindy Booth,Jared Padalecki",5.8,"Drama,Horror,Mystery"
7248,Just Like Heaven,2005,2005,Mark Waters,"Peter Tolan,Leslie Dixon,Marc Lévy","Reese Witherspoon,Mark Ruffalo,Donal Logue",6.7,"Comedy,Drama,Fantasy"
7249,Lord of War,2005,2005,Andrew Niccol,Andrew Niccol,"Nicolas Cage,Ethan Hawke,Jared Leto",7.6,"Action,Crime,Drama"
7250,Venom,2005,2018,Ruben Fleischer,"Jeff Pinkner,Scott Rosenberg,Kelly Marcel","Tom Hardy,Michelle Williams,Riz Ahmed",6.7,"Action,Adventure,Sci-Fi"
7251,Corpse Bride,2005,2005,"Tim Burton,Mike Johnson","Tim Burton,Carlos Grangel,John August","Johnny Depp,Helena Bonham Carter,Emily Watson",7.3,"Animation,Drama,Family"
7252,Dirty Love,2005,2005,John Asher,Jenny McCarthy,"Jenny McCarthy,Eddie Kaye Thomas,Carmen Electra",3.6,"Comedy,Romance"
7253,Flightplan,2005,2005,Robert Schwentke,"Peter A. Dowling,Billy Ray","Jodie Foster,Peter Sarsgaard,Sean Bean",6.3,"Drama,Mystery,Thriller"
7254,Roll Bounce,2005,2005,Malcolm D. Lee,Norman Vance Jr.,"Shad Moss,Nick Cannon,Meagan Good",6.2,"Comedy,Drama,Music"
7255,Capote,2005,2005,Bennett Miller,"Dan Futterman,Gerald Clarke","Philip Seymour Hoffman,Clifton Collins Jr.,Catherine Keener",7.3,"Biography,Crime,Drama"
7256,The Greatest Game Ever Played,2005,2005,Bill Paxton,Mark Frost,"Shia LaBeouf,Stephen Dillane,Elias Koteas",7.4,"Biography,Drama,Sport"
7257,A History of Violence,2005,2005,David Cronenberg,"John Wagner,Vince Locke,Josh Olson","Viggo Mortensen,Maria Bello,Ed Harris",7.4,"Action,Crime,Drama"
7258,Into the Blue,2005,2005,John Stockwell,Matt Johnson,"Paul Walker,Jessica Alba,Scott Caan",5.9,"Action,Adventure,Crime"
7259,Little Manhattan,2005,2005,Mark Levin,Jennifer Flackett,"Josh Hutcherson,Charlotte Ray Rosenberg,Bradley Whitford",7.5,"Comedy,Family,Romance"
7260,Serenity,2005,2005,Joss Whedon,Joss Whedon,"Nathan Fillion,Gina Torres,Chiwetel Ejiofor",7.8,"Action,Adventure,Sci-Fi"
7261,The Squid and the Whale,2005,2005,Noah Baumbach,Noah Baumbach,"Owen Kline,Jeff Daniels,Laura Linney",7.3,"Comedy,Drama"
7262,The Gospel,2005,2005,Rob Hardy,Rob Hardy,"Boris Kodjoe,Nona Gaye,Idris Elba",5.1,"Adventure,Drama,Family"
7263,Wallace & Gromit: The Curse of the Were-Rabbit,2005,2005,"Steve Box,Nick Park","Steve Box,Nick Park,Mark Burton","Peter Sallis,Helena Bonham Carter,Ralph Fiennes",7.4,"Animation,Adventure,Comedy"
7264,In Her Shoes,2005,2005,Curtis Hanson,"Jennifer Weiner,Susannah Grant","Toni Collette,Cameron Diaz,Shirley MacLaine",6.4,"Comedy,Drama,Romance"
7265,Two for the Money,2005,2005,D.J. Caruso,Dan Gilroy,"Matthew McConaughey,Al Pacino,Rene Russo",6.3,"Crime,Drama,Sport"
7266,Waiting...,2005,2005,Rob McKittrick,Rob McKittrick,"Ryan Reynolds,Anna Faris,John Francis Daley",6.7,Comedy
7267,Domino,2005,,,,,,
7268,Elizabethtown,2005,2005,Cameron Crowe,Cameron Crowe,"Orlando Bloom,Kirsten Dunst,Susan Sarandon",6.4,"Comedy,Drama,Romance"
7269,The Fog,2005,1980,John Carpenter,"John Carpenter,Debra Hill","Adrienne Barbeau,Jamie Lee Curtis,Janet Leigh",6.8,"Horror,Thriller"
7270,"The Prize Winner of Defiance, Ohio",2005,2005,Jane Anderson,"Terry Ryan,Jane Anderson","Julianne Moore,Woody Harrelson,Laura Dern",7.3,"Biography,Drama"
7271,Twitches,2005,,Stuart Gillard,"Melissa Gould,Dan Berendsen,H.B. Gilmour","Tia Mowry-Hardrict,Tamera Mowry-Housley,Kristen Wilson",5.8,"Comedy,Drama,Family"
7272,Doom,2005,2005,Andrzej Bartkowiak,"Dave Callaham,Wesley Strick","Karl Urban,Rosamund Pike,Dwayne Johnson",5.2,"Action,Horror,Sci-Fi"
7273,Dreamer,2005,2005,John Gatins,John Gatins,"Kurt Russell,Dakota Fanning,Oded Fehr",6.8,"Drama,Family,Sport"
7274,Kids in America,2005,2011,Michael Dowse,"Jackie Filgo,Jeff Filgo,Topher Grace","Topher Grace,Anna Faris,Dan Fogler",6.3,"Comedy,Drama,Romance"
7275,Kiss Kiss Bang Bang,2005,2005,Shane Black,"Brett Halliday,Shane Black","Robert Downey Jr.,Val Kilmer,Michelle Monaghan",7.5,"Comedy,Crime,Mystery"
7276,North Country,2005,2005,Niki Caro,"Michael Seitzman,Clara Bingham,Laura Leedy","Charlize Theron,Jeremy Renner,Frances McDormand",7.3,Drama
7277,Shopgirl,2005,2005,Anand Tucker,Steve Martin,"Steve Martin,Claire Danes,Jason Schwartzman",6.3,"Drama,Romance"
7278,Stay,2005,2005,Marc Forster,David Benioff,"Ewan McGregor,Naomi Watts,Ryan Gosling",6.8,"Drama,Mystery,Thriller"
7279,The Legend of Zorro,2005,2005,Martin Campbell,"Roberto Orci,Alex Kurtzman,Ted Elliott","Antonio Banderas,Catherine Zeta-Jones,Rufus Sewell",6.0,"Action,Adventure,Romance"
7280,Prime,2005,2005,Ben Younger,Ben Younger,"Uma Thurman,Meryl Streep,Bryan Greenberg",6.2,"Comedy,Drama,Romance"
7281,Saw II,2005,2005,Darren Lynn Bousman,"Leigh Whannell,Darren Lynn Bousman","Donnie Wahlberg,Beverley Mitchell,Franky G",6.6,"Horror,Mystery"
7282,The Weather Man,2005,2005,Gore Verbinski,Steve Conrad,"Nicolas Cage,Hope Davis,Nicholas Hoult",6.5,"Comedy,Drama"
7283,Peanut,2005,,,,,,
7284,Chicken Little,2005,,,,,,
7285,"Good Night, and Good Luck",2005,2005,George Clooney,"George Clooney,Grant Heslov","David Strathairn,George Clooney,Patricia Clarkson",7.4,"Biography,Drama,History"
7286,Jarhead,2005,2005,Sam Mendes,"William Broyles Jr.,Anthony Swofford","Jake Gyllenhaal,Jamie Foxx,Lucas Black",7.0,"Action,Biography,Drama"
7287,Get Rich or Die Tryin',2005,2005,Jim Sheridan,Terence Winter,"50 Cent,Joy Bryant,Adewale Akinnuoye-Agbaje",5.4,"Biography,Crime,Drama"
7288,Fuck,2005,1969,Andy Warhol,Andy Warhol,"Viva,Louis Waldon",5.1,"Drama,Romance"
7289,Derailed,2005,2005,Mikael Håfström,"Stuart Beattie,James Siegel","Clive Owen,Jennifer Aniston,Vincent Cassel",6.6,"Crime,Drama,Thriller"
7290,Zathura,2005,2005,Jon Favreau,"Chris Van Allsburg,David Koepp,John Kamps","Josh Hutcherson,Jonah Bobo,Dax Shepard",6.2,"Action,Adventure,Comedy"
7291,Harry Potter and the Goblet of Fire,2005,2005,Mike Newell,"Steve Kloves,J.K. Rowling","Daniel Radcliffe,Emma Watson,Rupert Grint",7.7,"Adventure,Family,Fantasy"
7292,Walk the Line,2005,2005,James Mangold,"Johnny Cash,Gill Dennis,James Mangold","Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin",7.8,"Biography,Drama,Music"
7293,Bee Season,2005,2005,"Scott McGehee,David Siegel","Myla Goldberg,Naomi Foner","Richard Gere,Juliette Binoche,Flora Cross",5.5,"Drama,Family"
7294,The Ice Harvest,2005,2005,Harold Ramis,"Richard Russo,Robert Benton,Scott Phillips","John Cusack,Billy Bob Thornton,Connie Nielsen",6.2,"Comedy,Crime,Drama"
7295,In the Mix,2005,2005,Ron Underwood,"Jacqueline Zambrano,Chanel Capra,Cara Dellaverson","Usher,Chazz Palminteri,Emmanuelle Chriqui",2.9,"Comedy,Crime,Drama"
7296,Just Friends,2005,2005,Roger Kumble,Adam 'Tex' Davis,"Ryan Reynolds,Amy Smart,Anna Faris",6.2,"Comedy,Romance"
7297,Pride & Prejudice,2005,2005,Joe Wright,"Deborah Moggach,Jane Austen,Emma Thompson","Keira Knightley,Matthew Macfadyen,Brenda Blethyn",7.8,"Drama,Romance"
7298,Rent,2005,2005,Chris Columbus,"Stephen Chbosky,Jonathan Larson","Taye Diggs,Wilson Jermaine Heredia,Rosario Dawson",6.9,"Drama,Musical,Romance"
7299,"Yours, Mine and Ours",2005,1968,Melville Shavelson,"Melville Shavelson,Mort Lachman,Madelyn Davis","Lucille Ball,Henry Fonda,Van Johnson",7.2,"Comedy,Family"
7300,Æon Flux,2005,2005,Karyn Kusama,"Phil Hay,Matt Manfredi,Peter Chung","Charlize Theron,Frances McDormand,Sophie Okonedo",5.5,"Action,Adventure,Sci-Fi"
7301,Brokeback Mountain,2005,2005,Ang Lee,"Annie Proulx,Larry McMurtry,Diana Ossana","Jake Gyllenhaal,Heath Ledger,Michelle Williams",7.7,"Drama,Romance"
7302,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,2005,Andrew Adamson,"Ann Peacock,Andrew Adamson,Christopher Markus","Tilda Swinton,Georgie Henley,William Moseley",6.9,"Adventure,Family,Fantasy"
7303,Syriana,2005,2005,Stephen Gaghan,"Stephen Gaghan,Robert Baer","George Clooney,Matt Damon,Amanda Peet",6.9,"Drama,Thriller"
7304,Kronk's New Groove,2005,,"Saul Blinkoff,Elliot M. Bour","Tony Leondis,Michael LaBash,Tom Rogers","Patrick Warburton,Tracey Ullman,Eartha Kitt",5.8,"Animation,Adventure,Comedy"
7305,King Kong,2005,2005,Peter Jackson,"Fran Walsh,Philippa Boyens,Peter Jackson","Naomi Watts,Jack Black,Adrien Brody",7.2,"Action,Adventure,Drama"
7306,The Family Stone,2005,2005,Thomas Bezucha,Thomas Bezucha,"Dermot Mulroney,Sarah Jessica Parker,Claire Danes",6.3,"Comedy,Drama,Romance"
7307,Cheaper by the Dozen 2,2005,2005,Adam Shankman,"Sam Harper,Craig Titley,Frank B. Gilbreth Jr.","Steve Martin,Bonnie Hunt,Hilary Duff",5.5,"Adventure,Comedy,Family"
7308,Fun with Dick and Jane,2005,2005,Dean Parisot,"Judd Apatow,Nicholas Stoller,Gerald Gaiser","Jim Carrey,Téa Leoni,Alec Baldwin",6.2,"Comedy,Crime"
7309,Memoirs of a Geisha,2005,2005,Rob Marshall,"Robin Swicord,Arthur Golden","Ziyi Zhang,Ken Watanabe,Michelle Yeoh",7.4,"Drama,Romance"
7310,Munich,2005,2021,Christian Schwochow,"Robert Harris,Ben Power","George MacKay,Jannis Niewöhner,Jeremy Irons",7.3,"Biography,Drama,History"
7311,The Ringer,2005,2005,Barry W. Blaustein,Ricky Blitt,"Johnny Knoxville,Katherine Heigl,Brian Cox",5.8,"Comedy,Sport"
7312,Transamerica,2005,2005,Duncan Tucker,Duncan Tucker,"Felicity Huffman,Kevin Zegers,Fionnula Flanagan",7.4,"Adventure,Comedy,Drama"
7313,Casanova,2005,2005,Lasse Hallström,"Jeffrey Hatcher,Kimberly Simi,Michael Cristofer","Heath Ledger,Sienna Miller,Jeremy Irons",6.5,"Adventure,Comedy,Drama"
7314,Mrs Henderson Presents,2005,2005,Stephen Frears,"David Rose,Kathy Rose,Martin Sherman","Judi Dench,Bob Hoskins,Christopher Guest",7.0,"Comedy,Drama,Music"
7315,The New World,2005,2005,Terrence Malick,Terrence Malick,"Colin Farrell,Q'orianka Kilcher,Christopher Plummer",6.7,"Biography,Drama,History"
7316,The Producers,2005,2005,Susan Stroman,"Mel Brooks,Thomas Meehan","Nathan Lane,Matthew Broderick,Uma Thurman",6.4,"Comedy,Crime,Musical"
7317,Rumor Has It,2005,,,,,5.7,Game-Show
7318,Match Point,2005,2005,Woody Allen,Woody Allen,"Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer",7.6,"Drama,Romance,Thriller"
7319,Xoo!,2005,,Jay Weston,John Ingold,Nathan Frisson,6.5,Adventure
7320,BloodRayne,2006,2005,Uwe Boll,Guinevere Turner,"Kristanna Loken,Ben Kingsley,Michelle Rodriguez",2.9,"Action,Fantasy,Horror"
7321,Grandma's Boy,2006,2006,Nicholaus Goossen,"Barry Wernick,Allen Covert,Nick Swardson","Allen Covert,Linda Cardellini,Shirley Jones",7.0,Comedy
7322,Hostel,2006,2005,Eli Roth,Eli Roth,"Jay Hernandez,Derek Richardson,Eythor Gudjonsson",5.9,Horror
7323,Glory Road,2006,2006,James Gartner,"Christopher Cleveland,Bettina Gilois","Josh Lucas,Derek Luke,Austin Nichols",7.2,"Biography,Drama,Sport"
7324,Hoodwinked!,2006,2005,"Cory Edwards,Todd Edwards,Tony Leech","Todd Edwards,Cory Edwards,Tony Leech","Anne Hathaway,Glenn Close,Patrick Warburton",6.4,"Animation,Adventure,Comedy"
7325,Last Holiday,2006,2006,Wayne Wang,"Jeffrey Price,Peter S. Seaman,J.B. Priestley","Queen Latifah,LL Cool J,Timothy Hutton",6.5,"Comedy,Romance"
7326,Tristan and Isolde,2006,2006,Kevin Reynolds,Dean Georgaris,"James Franco,Sophia Myles,Rufus Sewell",6.8,"Action,Drama,Romance"
7327,End of the Spear,2006,2005,Jim Hanon,"Bill Ewing,Bart Gavigan,Jim Hanon","Louie Leonardo,Chad Allen,Jack Guzman",6.8,"Adventure,Biography,Drama"
7328,Underworld: Evolution,2006,2006,Len Wiseman,"Danny McBride,Len Wiseman,Kevin Grevioux","Kate Beckinsale,Scott Speedman,Bill Nighy",6.7,"Action,Fantasy,Thriller"
7329,Wristcutters: A Love Story,2006,2006,Goran Dukic,"Goran Dukic,Etgar Keret","Patrick Fugit,Shea Whigham,Tom Waits",7.3,"Comedy,Drama,Fantasy"
